kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
259,1781020488.412216,10.3078,-0.0074,0.20065,lidar,native_s2m,icp,proximity,0.9057
260,1781020490.481116,10.3412,0.0304,0.38475,lidar,native_s2m,icp,proximity,0.9392
261,1781020491.84087,10.5425,0.1864,0.61454,lidar,native_s2m,icp,proximity,0.935
262,1781020492.665779,10.6149,0.2935,0.83717,lidar,native_s2m,icp,proximity,0.9301
263,1781020494.537869,10.7495,0.5277,1.06904,lidar,native_s2m,icp,proximity,0.9128
264,1781020495.991636,10.8524,0.7814,1.13254,lidar,native_s2m,icp,proximity,0.9256
265,1781020496.825864,10.8769,0.9315,1.36976,lidar,native_s2m,icp,proximity,0.9107
266,1781020498.377766,10.8466,1.185,1.57239,lidar,native_s2m,icp,proximity,0.9077
267,1781020499.729695,10.8279,1.4411,1.56893,lidar,native_s2m,icp,proximity,0.8761
268,1781020501.808864,10.8365,1.3303,1.56325,lidar,native_s2m,icp,proximity,0.9071
269,1781020503.059956,10.8468,1.0523,1.53682,lidar,native_s2m,icp,proximity,0.904
270,1781020503.897247,10.8608,0.8398,1.78425,lidar,native_s2m,icp,proximity,0.8981
271,1781020504.524219,10.9063,0.6676,1.99772,lidar,native_s2m,icp,proximity,0.9027
272,1781020505.361016,11.0069,0.4851,2.25474,lidar,native_s2m,icp,proximity,0.9201
273,1781020505.887352,11.0778,0.3739,2.50069,lidar,native_s2m,icp,proximity,0.9131
274,1781020506.40751,11.1616,0.3177,2.72436,lidar,native_s2m,icp,proximity,0.9266
275,1781020506.934072,11.252,0.2731,2.93756,lidar,native_s2m,icp,proximity,0.9353
276,1781020509.021402,11.0547,0.2831,3.06679,lidar,native_s2m,icp,proximity,0.9321
277,1781020510.593177,10.8005,0.2637,-3.09565,lidar,native_s2m,icp,proximity,0.9547
278,1781020511.941579,10.5377,0.2348,-3.10909,lidar,native_s2m,icp,proximity,0.9418
279,1781020513.189572,10.263,0.2093,-3.12164,lidar,native_s2m,icp,proximity,0.9345
280,1781020514.641038,10.0033,0.1864,-3.12271,lidar,native_s2m,icp,proximity,0.9066
281,1781020516.405065,9.7021,0.1536,-3.13261,lidar,native_s2m,icp,proximity,0.9072
282,1781020518.070702,9.4382,0.1311,-3.13255,lidar,native_s2m,icp,proximity,0.8909
283,1781020519.528209,9.1709,0.1144,-3.13216,lidar,native_s2m,icp,proximity,0.8589
284,1781020520.873363,8.9137,0.0902,-3.13242,lidar,native_s2m,icp,proximity,0.8554
285,1781020522.218177,8.6572,0.074,-3.1333,lidar,native_s2m,icp,proximity,0.9235
286,1781020523.570965,8.3553,0.0231,-3.08476,lidar,native_s2m,icp,proximity,0.8872
287,1781020525.024215,8.101,-0.0122,-3.0859,lidar,native_s2m,icp,proximity,0.9015
288,1781020526.268283,7.8557,-0.0864,-2.85402,lidar,native_s2m,icp,proximity,0.9066
