query,cand,accepted,rx,ry,rth
520,91,True,-0.0898,0.2154,0.32844
524,93,True,-0.1266,0.0722,-0.14841
524,50,True,0.0957,0.0957,-3.07295
524,49,True,0.3518,0.1016,-3.08811
528,46,True,0.1497,-0.1543,-3.02158
528,47,True,-0.0381,-0.1131,-2.7832
528,97,True,-0.1748,0.1604,0.43497
532,41,True,0.0503,-0.0604,2.23114
532,42,True,-0.1003,-0.0324,2.45044
532,40,False,,,
536,36,True,0.2682,0.0625,2.55335
536,39,False,,,
536,40,False,,,
540,37,True,-0.1357,0.1668,2.98912
540,28,True,0.0226,0.2031,-3.07268
540,31,True,-0.1696,0.1775,-3.11862
544,18,True,-0.0337,0.2208,3.12144
544,20,True,-0.0741,0.2336,3.11651
544,23,True,-0.4241,0.171,-3.14019
548,14,True,-0.093,0.1424,-2.92974
548,15,True,-0.3095,0.1528,-3.01313
548,13,True,0.208,0.1598,-3.02316
552,3,True,-0.2331,-0.1984,3.09196
552,2,True,-0.2588,-0.2234,3.09211
552,4,True,-0.2141,-0.1792,3.09168
556,6,True,-0.2841,-0.0807,3.09191
556,7,True,-0.248,-0.0619,3.09718
556,5,True,-0.323,-0.108,3.09042
560,8,True,-0.2599,-0.107,3.08376
560,7,True,-0.3134,-0.1367,3.08104
560,9,True,-0.208,-0.0672,3.08385
